185.62.230.0/24 #AS215713 UEC-AUK United Education Company CJSC, KW
148.237.0.0/16 #AS7325 UNIVERSIDAD-AUTONOMA-TAMAULIPAS UNIVERSIDAD AUTONOMA DE TAMAULIPAS, MX
103.59.92.0/23 #AS150492 IDNIC-ESAUNGGUL-AS-ID Universitas Esa Unggul, ID
50.205.51.0/24 #AS394518 CHSD230 Consolidated High School District 230, US
210.93.24.0/23 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
210.93.48.0/21 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
210.93.56.0/22 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
210.93.60.0/23 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
220.149.119.0/24 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
220.149.120.0/24 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
220.149.128.0/24 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
220.149.216.0/23 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
220.149.218.0/24 #AS23668 KPU-AS TECH UNIVERSITY OF KOREA, KR
8.28.178.0/23 #AS103 NWU-AS Northwestern University, US
8.30.248.0/22 #AS103 NWU-AS Northwestern University, US
38.124.97.0/24 #AS103 NWU-AS Northwestern University, US
129.105.0.0/16 #AS103 NWU-AS Northwestern University, US
165.124.0.0/17 #AS103 NWU-AS Northwestern University, US
165.124.128.0/19 #AS103 NWU-AS Northwestern University, US
165.124.160.0/20 #AS103 NWU-AS Northwestern University, US
165.124.176.0/21 #AS103 NWU-AS Northwestern University, US
165.124.184.0/23 #AS103 NWU-AS Northwestern University, US
165.124.186.0/24 #AS103 NWU-AS Northwestern University, US
165.124.192.0/19 #AS103 NWU-AS Northwestern University, US
165.124.224.0/21 #AS103 NWU-AS Northwestern University, US
165.124.232.0/22 #AS103 NWU-AS Northwestern University, US
165.124.240.0/20 #AS103 NWU-AS Northwestern University, US
192.5.143.0/24 #AS103 NWU-AS Northwestern University, US
192.26.85.0/24 #AS103 NWU-AS Northwestern University, US
192.26.86.0/23 #AS103 NWU-AS Northwestern University, US
192.31.253.0/24 #AS103 NWU-AS Northwestern University, US
199.74.64.0/18 #AS103 NWU-AS Northwestern University, US
199.249.165.0/24 #AS103 NWU-AS Northwestern University, US
199.249.166.0/23 #AS103 NWU-AS Northwestern University, US
199.249.168.0/23 #AS103 NWU-AS Northwestern University, US
134.171.169.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.65.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.67.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.68.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.70.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.75.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.82.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.96.0/20 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.114.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.116.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.123.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.124.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.128.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.131.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.132.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.134.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.137.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.139.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.143.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.144.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.149.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.150.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.152.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.160.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.164.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.168.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.173.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.176.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.178.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.180.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.184.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.187.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.188.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.192.0/20 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.208.0/21 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.216.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.220.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.222.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.225.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.226.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.230.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.233.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.234.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.237.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
146.83.250.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
152.74.0.0/16 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
190.110.100.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
192.207.146.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.0.144.0/23 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.2.112.0/21 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.9.201.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.10.16.0/21 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.10.24.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.13.0.0/21 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.14.68.0/22 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
200.54.114.0/24 #AS11340 RED-UNIVERSITARIA-NACIONAL Red Universitaria Nacional, CL
1.242.4.0/23 #AS38407 GOEAS-AS Gyeonggi-Do Ansan Office of Education, KR
211.252.20.0/24 #AS38407 GOEAS-AS Gyeonggi-Do Ansan Office of Education, KR
222.117.42.0/24 #AS38407 GOEAS-AS Gyeonggi-Do Ansan Office of Education, KR
156.0.128.0/19 #AS328224 UNIVERSITY-OF-ENERGY-AND-NATURAL-RESOURC University of Energy and Natural Resources, GH
202.11.120.0/22 #AS23826 DAIDO-IT Daido University, JP
103.98.236.0/24 #AS136912 KINGS-AS-AP THE KING'S SCHOOL, AU
192.35.246.0/24 #AS35038 INESCTEC INESC TEC - Instituto De Engenharia De Sistemas E Computadores Tecnologia E Ciencia, PT
192.135.129.0/24 #AS35038 INESCTEC INESC TEC - Instituto De Engenharia De Sistemas E Computadores Tecnologia E Ciencia, PT
192.136.49.0/24 #AS35038 INESCTEC INESC TEC - Instituto De Engenharia De Sistemas E Computadores Tecnologia E Ciencia, PT
194.117.24.0/21 #AS35038 INESCTEC INESC TEC - Instituto De Engenharia De Sistemas E Computadores Tecnologia E Ciencia, PT
176.227.224.0/20 #AS198336 CUT Cyprus University of Technology, CY
185.86.232.0/22 #AS56357 TUM-I8-AS Technical University of Munich, DE
188.95.232.0/21 #AS56357 TUM-I8-AS Technical University of Munich, DE
192.48.107.0/24 #AS56357 TUM-I8-AS Technical University of Munich, DE
217.113.144.0/21 #AS34604 PULMAN-COM-AS Institute of Soil Science and Plant Cultivation - State Research Institute, PL
45.168.144.0/22 #AS268118 UNIVERSIDADE-FEDERAL-SANTA UNIVERSIDADE FEDERAL DE SANTA MARIA, BR
200.18.32.0/20 #AS268118 UNIVERSIDADE-FEDERAL-SANTA UNIVERSIDADE FEDERAL DE SANTA MARIA, BR
92.63.64.0/20 #AS8510 TOMSK-STATE-UNIVERSITY Tomsk State University, RU
185.124.172.0/24 #AS210609 SAYANCARD Toloe Rayaneh Loghman Educational and Cultural Co. LTD, IR
198.188.18.0/24 #AS54179 VCOE Ventura County Office of Education, US
198.188.28.0/24 #AS54179 VCOE Ventura County Office of Education, US
205.174.208.0/20 #AS54179 VCOE Ventura County Office of Education, US
207.62.4.0/24 #AS54179 VCOE Ventura County Office of Education, US
207.157.128.0/17 #AS54179 VCOE Ventura County Office of Education, US
207.233.107.0/24 #AS54179 VCOE Ventura County Office of Education, US
104.156.155.0/24 #AS400161 HAWAIIRESEARCH Academy for Internet Research Limited Liability Company, US
35.11.80.0/20 #AS400066 FRIB-01 Michigan State University, US
103.118.50.0/24 #AS137956 IITRPR-AS-AP Indian Institute of Technology Ropar, IN
47.45.44.0/24 #AS32933 CERES-UNIFIED-SCHOOL-DISTRICT Ceres Unified School District, US
185.53.96.0/22 #AS60158 PL-PPNT-DC-AS FUNDACJA UNIWERSYTETU IM. ADAMA MICKIEWICZA W POZNANIU, PL
173.198.49.0/24 #AS54690 CLU California Lutheran University, US
192.153.159.0/24 #AS54690 CLU California Lutheran University, US
207.145.102.0/24 #AS54690 CLU California Lutheran University, US
131.151.0.0/16 #AS11348 MST Missouri University of Science and Technology, US
192.55.114.0/24 #AS11348 MST Missouri University of Science and Technology, US
192.65.97.0/24 #AS11348 MST Missouri University of Science and Technology, US
199.26.8.0/21 #AS3060 SC-YORKTECH York Technical College, US
91.213.36.0/24 #AS49552 OST-SPE OpenSource Training Ralf Spenneberg, DE
190.170.128.0/18 #AS27771 INSTITUTO-VENEZOLANO-INVESTIGACIONES Instituto Venezolano de Investigaciones Cientificas, VE
149.84.0.0/16 #AS13513 ALFRED-UNIVERSITY Alfred University, US
192.31.254.0/24 #AS13513 ALFRED-UNIVERSITY Alfred University, US
74.112.228.0/22 #AS399193 NAVAJO-TECHNICAL-UNIVERSITY Navajotech, US
192.139.33.0/24 #AS19423 LCC-AB-CA Lethbridge College, CA
199.185.123.0/24 #AS19423 LCC-AB-CA Lethbridge College, CA
199.185.124.0/23 #AS19423 LCC-AB-CA Lethbridge College, CA
139.138.50.0/24 #AS395769 NUASN1 Northwest University, US
204.107.115.0/24 #AS27296 WU-PRIMARY Wilmington University Inc., US
165.246.0.0/16 #AS9317 ITISNET-AS INHA UNIVERSITY, KR
64.17.208.0/20 #AS22068 TJC-62001 Tyler Junior College, US
91.196.244.0/22 #AS29407 ASN-SIBSUTIS SIBGUTI, RU
195.149.200.0/21 #AS29407 ASN-SIBSUTIS SIBGUTI, RU
146.163.0.0/16 #AS53695 SIUE Southern Illinois University at Edwardsville, US
199.111.64.0/19 #AS397644 UNIVERSITY-OF-MARY-WASHINGTON University of Mary Washington, US
199.111.136.0/22 #AS397644 UNIVERSITY-OF-MARY-WASHINGTON University of Mary Washington, US
199.111.140.0/23 #AS397644 UNIVERSITY-OF-MARY-WASHINGTON University of Mary Washington, US
64.234.128.0/18 #AS40586 UNM-HEALTH-SCIENCES University of New Mexico Health Sciences Center, US
206.192.128.0/18 #AS40586 UNM-HEALTH-SCIENCES University of New Mexico Health Sciences Center, US
167.191.0.0/16 #AS18880 LAMRC Lam Research Corporation, US
198.175.161.0/24 #AS18880 LAMRC Lam Research Corporation, US
50.234.12.0/24 #AS394115 SRALAB-AS Rehabilitation Institute of Chicago, US
213.184.228.0/23 #AS60744 ASITMOBY A.V. Luikov Heat and Mass Transfer Institute of the National Academy of Sciences of Belarus, BY
217.21.57.0/24 #AS60744 ASITMOBY A.V. Luikov Heat and Mass Transfer Institute of the National Academy of Sciences of Belarus, BY
217.21.62.0/24 #AS60744 ASITMOBY A.V. Luikov Heat and Mass Transfer Institute of the National Academy of Sciences of Belarus, BY
167.102.238.0/23 #AS401062 MD-HAGERSTOWN-COMMUNITY-COLLEGE-01 Hagerstown Community College, US
144.171.0.0/16 #AS7301 NAS-AS National Academy of Sciences, US
134.171.0.0/18 #AS2117 EUROPEAN-SOUTHERN-OBSERVATORY European Southern Observatory, DE
134.171.64.0/20 #AS2117 EUROPEAN-SOUTHERN-OBSERVATORY European Southern Observatory, DE
103.244.193.0/24 #AS131253 DLS-LIPA De La Salle - College of Saint Benilde, PH
64.125.58.0/23 #AS21704 ASN-21704 New York City Board of Education, US
165.155.0.0/16 #AS21704 ASN-21704 New York City Board of Education, US
93.113.252.0/23 #AS12356 RAU-AS UNIVERSITATEA ROMANO-AMERICANA, RO
199.235.116.0/24 #AS33105 HDSB Halton District School Board, CA
199.235.120.0/23 #AS33105 HDSB Halton District School Board, CA
199.235.122.0/24 #AS33105 HDSB Halton District School Board, CA
199.235.124.0/23 #AS33105 HDSB Halton District School Board, CA
199.235.192.0/22 #AS33105 HDSB Halton District School Board, CA
141.222.0.0/16 #AS46470 SKIDMORE-I2-AS Skidmore College, US
203.234.72.0/21 #AS18035 HSU18035-AS HANSEO UNIVERSITY, KR
220.66.14.0/23 #AS18035 HSU18035-AS HANSEO UNIVERSITY, KR
220.66.97.0/24 #AS18035 HSU18035-AS HANSEO UNIVERSITY, KR
220.66.98.0/23 #AS18035 HSU18035-AS HANSEO UNIVERSITY, KR
220.82.0.0/21 #AS18035 HSU18035-AS HANSEO UNIVERSITY, KR
136.150.0.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.2.0/23 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.70.0/23 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.80.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.100.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.102.0/23 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.104.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.150.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.150.200.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.223.16.0/24 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.223.116.0/22 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.223.120.0/21 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.223.128.0/19 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.223.160.0/20 #AS1204 SUNYNET-ASN-AS The State University of New York, US
136.223.192.0/18 #AS1204 SUNYNET-ASN-AS The State University of New York, US
141.254.0.0/17 #AS1204 SUNYNET-ASN-AS The State University of New York, US
185.11.199.0/24 #AS205567 GEMOTEST-AS Gemotest Laboratory LLC, RU
69.72.68.0/23 #AS30279 TUHSD-AS1 TOLLESON UNION HIGH SCHOOL DISTRICT #214, US
208.91.160.0/22 #AS30184 RESI-BGP1 RESI, US
91.213.87.0/24 #AS12341 USPC Ural State Polzunov College, RU
206.55.217.0/24 #AS400508 JS-ASN-01 The Juilliard School, US
66.71.0.0/17 #AS3999 PENN-STATE The Pennsylvania State University, US
75.102.64.0/18 #AS3999 PENN-STATE The Pennsylvania State University, US
104.38.0.0/15 #AS3999 PENN-STATE The Pennsylvania State University, US
128.118.0.0/16 #AS3999 PENN-STATE The Pennsylvania State University, US
130.203.0.0/16 #AS3999 PENN-STATE The Pennsylvania State University, US
146.186.0.0/16 #AS3999 PENN-STATE The Pennsylvania State University, US
150.231.0.0/16 #AS3999 PENN-STATE The Pennsylvania State University, US
192.5.157.0/24 #AS3999 PENN-STATE The Pennsylvania State University, US
192.5.158.0/23 #AS3999 PENN-STATE The Pennsylvania State University, US
192.5.160.0/23 #AS3999 PENN-STATE The Pennsylvania State University, US
192.112.253.0/24 #AS3999 PENN-STATE The Pennsylvania State University, US
67.204.17.0/24 #AS396895 UMA-COLO UMA Education Inc., US
192.245.194.0/24 #AS32366 THE-BROOKINGS-INSTITUTION-AS1 The Brookings Institution, US
134.198.0.0/16 #AS36269 UOFSCRANTON University of Scranton, US
149.165.144.0/20 #AS10680 IU-RESEARCH Indiana University, US
149.165.168.0/21 #AS10680 IU-RESEARCH Indiana University, US
149.165.224.0/20 #AS10680 IU-RESEARCH Indiana University, US
207.181.42.0/24 #AS398438 MGCCC Mississippi Gulf Coast Community College, US
192.172.226.0/24 #AS1909 CAIDA San Diego Supercomputer Center, US
124.138.152.0/23 #AS38405 GOEKM-AS Gwang Myeong Office of Education, KR
211.252.71.0/24 #AS38405 GOEKM-AS Gwang Myeong Office of Education, KR
221.151.165.0/24 #AS38405 GOEKM-AS Gwang Myeong Office of Education, KR
103.242.124.0/23 #AS58822 IDNIC-UNESA-AS-ID Universitas Negeri Surabaya, ID
45.236.121.0/24 #AS268306 INSTITUTO-FEDERAL-SAO-PAULO Instituto Federal de São Paulo, BR
199.254.158.0/24 #AS62585 MC-NET Messiah University, US
134.88.0.0/16 #AS394003 UMASSD University of Massachusetts Dartmouth, US
129.6.0.0/19 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.32.0/22 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.36.0/24 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.38.0/23 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.40.0/21 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.48.0/23 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.50.0/24 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.52.0/22 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.56.0/21 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.64.0/18 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
129.6.128.0/17 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
132.163.96.0/23 #AS49 US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY National Institute of Standards and Technology, US
103.226.174.0/24 #AS59275 IDNIC-UMS-AS-ID Universitas Muhammadiyah Surakarta, ID
201.131.41.0/24 #AS61475 UNIVERSIDAD-CATOLICA-BOLIVIANA UNIVERSIDAD CATÓLICA BOLIVIANA SAN PABLO, BO
165.73.192.0/19 #AS328188 COVENANT-UNIVERSITY-AS Covenant University, NG
87.239.232.0/21 #AS8643 ATHENANET NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS, GR
88.197.0.0/17 #AS8643 ATHENANET NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS, GR
195.130.64.0/23 #AS8643 ATHENANET NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS, GR
195.134.64.0/18 #AS8643 ATHENANET NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS, GR
72.162.240.0/23 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
131.144.0.0/16 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
143.100.0.0/16 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
150.179.0.0/16 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
160.10.0.0/16 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
168.13.0.0/16 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
168.14.0.0/15 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
168.16.0.0/12 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
192.88.111.0/24 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
192.107.44.0/24 #AS3479 PEACHNET-AS3479 Board of Regents of the University System of Georgia, US
