101.0.64.0/18 #AS55803 HOSTOPIA-AU Hostopia Australia Web Pty Ltd, AU
203.28.63.0/24 #AS141437 OFFICEWORKSLTD-AS-AP Officeworks Ltd, AU
203.28.79.0/24 #AS58611 CDU-AS-AP Charles Darwin University, AU
203.28.81.0/24 #AS38295 ALPHAWEST-AP Content Service Provider Multihomed., AU
203.28.82.0/24 #AS38295 ALPHAWEST-AP Content Service Provider Multihomed., AU
203.28.85.0/24 #AS17477 MCT-SYDNEY Macquarie Technology Operations Pty Limited, AU
203.28.90.0/24 #AS38880 M21-AS-AP Micron21 Datacentre Pty Ltd, AU
203.29.10.0/24 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
203.29.104.0/21 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.29.11.0/24 #AS55762 ICAP-AU Internet Communication AP Pty. Ltd., AU
203.29.114.0/23 #AS152175 SOGPL-AS-AP Sat One Global Pty Ltd, AU
203.29.124.0/23 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
203.29.128.0/19 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.29.160.0/20 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.29.178.0/23 #AS139049 GIGACOMM-AS-AP GIGACOMM PTY LTD, AU
203.29.180.0/24 #AS9652 ECN-AS-AP ECN Internet, AU
203.29.181.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.29.185.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.29.191.0/24 #AS38611 BENDIGOTELCO-AS-AP Bendigo Community Telco, AU
203.29.20.0/24 #AS38880 M21-AS-AP Micron21 Datacentre Pty Ltd, AU
203.29.214.0/23 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.29.224.0/23 #AS45671 AS45671-NET-AU Wholesale Services Provider, AU
203.29.237.0/24 #AS7703 BEKKERS-AS-AP Bekkers Information Technology, AU
203.29.240.0/22 #AS133159 MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
203.29.244.0/22 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.29.253.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.29.58.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.29.65.0/24 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
203.29.67.0/24 #AS38858 SOMERVILLE-AS-AU-AP Somerville, AU
203.29.68.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.29.70.0/24 #AS153467 GLENEIRA-AS-AP Glen Eira City Council, AU
203.29.77.0/24 #AS2764 AAPT AAPT Limited, AU
203.29.78.0/24 #AS2764 AAPT AAPT Limited, AU
203.29.84.0/24 #AS2764 AAPT AAPT Limited, AU
203.29.86.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.29.87.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.29.88.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.29.91.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.29.94.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.29.96.0/24 #AS17720 TTECH-AS-AP Treen Technology, AU
203.30.0.0/20 #AS136994 SOUTHERNPHONE-AS-AP Southern Phone Company Ltd, AU
203.30.100.0/22 #AS24316 POWERLINK-AS-AP Powerlink Queensland, AU
203.30.127.0/24 #AS45192 APNICTRAINING-DC ASN for APNICTRAINING LAB DC, AU
203.30.131.0/24 #AS17559 SPECTUM-NON-AP Spectrums Core Network, AU
203.30.137.0/24 #AS9313 ONTHENET-AS Network Technology AUST PL, AU
203.30.138.0/24 #AS7585 SUPERLOOP-AS-AP SUPERLOOP AUSTRALIA PTY LTD PEX, AU
203.30.140.0/24 #AS4647 CENTRANETWORKS-AU Centra Networks, AU
203.30.145.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.30.155.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.30.157.0/24 #AS2764 AAPT AAPT Limited, AU
203.30.164.0/23 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.30.176.0/23 #AS2764 AAPT AAPT Limited, AU
203.30.184.0/23 #AS2764 AAPT AAPT Limited, AU
203.30.19.0/24 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.30.193.0/24 #AS2764 AAPT AAPT Limited, AU
203.30.197.0/24 #AS63850 ENTRUSTICT-AS-AP QRHUB PTY LTD TA Entrust ICT, AU
203.30.199.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.30.201.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.30.205.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.30.206.0/23 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.30.210.0/24 #AS154293 COGD-AS-AP City of Greater Dandenong, AU
203.30.213.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.30.216.0/24 #AS45780 BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd, AU
203.30.24.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.30.245.0/24 #AS55580 MORETONBAY-NON-AS-AP Moreton Bay Regional Council - Pine Rivers Office, AU
203.30.252.0/24 #AS24446 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
203.30.34.0/24 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.30.35.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.30.44.0/22 #AS24541 HOSTAWAYPTYLTD-AS-AP HostAway Pty Ltd, AU
203.30.56.0/24 #AS7703 BEKKERS-AS-AP Bekkers Information Technology, AU
203.30.60.0/24 #AS7546 DREAMTILT-AP Dreamtilt Service Provider Gladstone, AU
203.30.64.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.30.65.0/24 #AS17473 E2-CLOUD-AS-AP emPOWER Data Services, AU
203.30.68.0/24 #AS17551 ANYCAST-AS-AP Anycast Global Backbone, AU
203.30.75.0/24 #AS150688 DAVIDTATYUENGOH-AS-AP David Tat Yuen Goh taTertius Computing, AU
203.30.79.0/24 #AS23863 GDPL-AS-AP GKY Distributors Pty Ltd, AU
203.30.88.0/24 #AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
203.30.90.0/23 #AS38170 GTF-AS Green Tree Frog, AU
203.30.92.0/22 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.30.97.0/24 #AS7637 SLVTSD-AS-AP State Library Of Victoria, AU
203.30.98.0/23 #AS18111 NETSPEED-AS-AP Netspeed Internet Communications, AU
203.3.100.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.31.0.0/24 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.3.102.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.31.10.0/23 #AS10080 INTERCONNECT1-AS-AP Interconnect Networks Pty Ltd, AU
203.31.101.0/24 #AS9301 EWN-AS-AP Cynergic, AU
203.31.1.0/24 #AS7703 BEKKERS-AS-AP Bekkers Information Technology, AU
203.31.110.0/23 #AS9913 IIG-AS-AP Internet Information Group, AU
203.31.114.0/23 #AS55707 SIMTRONIC-AS-AP Simtronic, AU
203.31.116.0/23 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.31.118.0/23 #AS133510 IBPL-AS-AP Infinet Broadband Pty Ltd, AU
203.31.183.0/24 #AS23921 INGDIRECT-AS-AU ING Direct, AU
203.31.184.0/24 #AS2764 AAPT AAPT Limited, AU
203.31.185.0/24 #AS140639 PYMBLELADIES-NON-AS-AP Pymble Ladies College, AU
203.31.202.0/23 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
203.31.2.0/24 #AS7703 BEKKERS-AS-AP Bekkers Information Technology, AU
203.31.216.0/24 #AS38220 AMAZE-AS-AP Amaze Intelligence, AU
203.31.227.0/24 #AS7703 BEKKERS-AS-AP Bekkers Information Technology, AU
203.31.23.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.3.124.0/22 #AS151499 APANAI-AS-AP Australian Public Access Network Association Inc, AU
203.31.241.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.31.251.0/24 #AS149512 INPL-AS-AP Inligo Networks Pty Ltd, AU
203.31.252.0/24 #AS10080 INTERCONNECT1-AS-AP Interconnect Networks Pty Ltd, AU
203.31.255.0/24 #AS2764 AAPT AAPT Limited, AU
203.3.130.0/24 #AS24007 SEVEN-AS-AP Seven Network ASN, AU
203.3.133.0/24 #AS17477 MCT-SYDNEY Macquarie Technology Operations Pty Limited, AU
203.31.34.0/23 #AS38835 VIAIP-AS-AP Buroserv Australia Pty Ltd, AU
203.3.137.0/24 #AS23686 ASN-EQIX-MELBOURNE-AP Equinix Asia Pacific, AU
203.3.138.0/24 #AS17477 MCT-SYDNEY Macquarie Technology Operations Pty Limited, AU
203.31.41.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.31.42.0/23 #AS139049 GIGACOMM-AS-AP GIGACOMM PTY LTD, AU
203.31.44.0/24 #AS2764 AAPT AAPT Limited, AU
203.31.48.0/24 #AS18111 NETSPEED-AS-AP Netspeed Internet Communications, AU
203.31.52.0/23 #AS140637 MTG-MG Macquarie Technology Operations Pty Limited, AU
203.31.56.0/24 #AS7594 ONQ-AS-AP On Q, AU
203.31.57.0/24 #AS9301 EWN-AS-AP Cynergic, AU
203.31.58.0/24 #AS2764 AAPT AAPT Limited, AU
203.31.62.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.31.64.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.31.65.0/24 #AS133120 HOSTED-AS-AP Hosted Network Pty Ltd, AU
203.3.166.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.3.167.0/24 #AS24479 EET-NEXIUM-AS-AP Nexium, Ergon Energy Telecommunications., AU
203.31.70.0/24 #AS55365 WESFARMERS-CEF-AU Campus Drive Cnr Murdoch Drive, AU
203.31.7.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.31.75.0/24 #AS23854 NINE-AS-AP NINE ENTERTAINMENT CO. PTY LTD, AU
203.3.178.0/23 #AS56307 AC3-AS-AP ac3, Australian Centre for Advanced Computing and Communications, AU
203.31.79.0/24 #AS133175 OZTELL-AS-AP OZtell, AU
203.31.81.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.31.82.0/24 #AS9723 ISEEK-AS-AP iseek Communications Pty Ltd, AU
203.3.184.0/23 #AS38438 DOCAJ-AS-AP Department of Communities and Justice DCJ, AU
203.31.84.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.3.188.0/23 #AS56307 AC3-AS-AP ac3, Australian Centre for Advanced Computing and Communications, AU
203.31.90.0/24 #AS9893 DSE-VIC-GOV-AS Cenitex, AU
203.31.96.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.32.103.0/24 #AS9745 PETARNIKOLICH-AS-AP Petar Nikolich, AU
203.32.106.0/24 #AS23719 USYD-AS-AP University of Sydney, AU
203.32.119.0/24 #AS138537 BARKERCOLLEGE-AS-AP Barker College, AU
203.32.123.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.32.124.0/22 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.32.137.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.32.142.0/24 #AS134096 EHEALTHNSW-AS-AP eHealth NSW, AU
203.32.153.0/24 #AS24516 VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
203.32.160.0/20 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.32.16.0/22 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.32.177.0/24 #AS2764 AAPT AAPT Limited, AU
203.32.178.0/24 #AS137529 SYDNEYOPERAHOUS-AS-AP Sydney Opera House Trust, AU
203.32.180.0/23 #AS137924 GPCL-AS-AP Gladstone Ports Corporation Limited, AU
203.32.184.0/23 #AS55871 IRESS-NET-AS-AP IRESS Market Technology Ltd, AU
203.32.185.0/24 #AS17755 ASN-DFS-AP # AS-DFS-AP CONVERTED TO ASN-DFS-AP FOR RPSL COMPLIANCE BRIDGEDFS LIMITED, AU
203.3.220.0/22 #AS17461 DPWSAU-AP NSW Department of Commerce, AU
203.32.218.0/24 #AS140099 RISINGSUN-AS-AP Rising Sun Pictures, AU
203.32.22.0/24 #AS149026 EMUTELPTYLTD-AS-AP EmuTel, AU
203.32.223.0/24 #AS137582 GRAPHICA-AS-AP Graphica Software, AU
203.32.224.0/19 #AS133885 TRANSGRID-AU Transgrid, AU
203.32.24.0/24 #AS55762 ICAP-AU Internet Communication AP Pty. Ltd., AU
203.32.27.0/24 #AS138657 MARCHNET-AS-AP MarchNet, AU
203.3.232.0/22 #AS17461 DPWSAU-AP NSW Department of Commerce, AU
203.32.33.0/24 #AS133501 QCSGROUP-AS-AP QCS Group, AU
203.3.237.0/24 #AS17461 DPWSAU-AP NSW Department of Commerce, AU
203.32.38.0/24 #AS149026 EMUTELPTYLTD-AS-AP EmuTel, AU
203.32.39.0/24 #AS55762 ICAP-AU Internet Communication AP Pty. Ltd., AU
203.32.55.0/24 #AS154329 PBSAPLAPT-AS-AP Phoenix Business Solutions Australia Pty Ltd, AU
203.32.65.0/24 #AS139465 CITYOFMONASH-AS-AP MONASH CITY COUNCIL, AU
203.32.66.0/24 #AS137199 TELAIRPTYLTD-AS-AP Telair Pty Ltd, AU
203.32.7.0/24 #AS149026 EMUTELPTYLTD-AS-AP EmuTel, AU
203.32.71.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.32.77.0/24 #AS58507 WL-AS-AP Wireline, AU
203.32.78.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.32.82.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.32.93.0/24 #AS9461 NET2000-AS-AP Net2000 Pty Ltd, AU
203.32.94.0/24 #AS23943 HYPERSPIKE-AS-AU-AP Hyperspike Pty Ltd, AU
203.32.98.0/23 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.33.102.0/24 #AS45852 BENDIGOBANK-AS-AP Bendigo and Adelaide Bank Limited, AU
203.33.103.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.33.111.0/24 #AS134181 BURNIECITYCOUNCIL-AS-AP Burnie City Council, AU
203.33.112.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.33.113.0/24 #AS2764 AAPT AAPT Limited, AU
203.33.115.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.33.118.0/24 #AS2764 AAPT AAPT Limited, AU
203.33.121.0/24 #AS38220 AMAZE-AS-AP Amaze Intelligence, AU
203.33.128.0/24 #AS45158 SYNTELPTYLTD-AU TASMANET, AU
203.33.133.0/24 #AS24510 HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network, AU
203.33.140.0/23 #AS9880 NEXTGENNET-AS1-AU-AP NextGen.Net Pty Ltd, North Sydney, AU
203.33.149.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.33.150.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.33.151.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.33.160.0/21 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.33.171.0/24 #AS18111 NETSPEED-AS-AP Netspeed Internet Communications, AU
203.33.180.0/23 #AS45768 CENET-AS-AU-AP CEnet, AU
203.33.190.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.33.192.0/23 #AS138503 SNOWYHYDROLIMITED-AS-AP Snowy Hydro Limited, AU
203.33.195.0/24 #AS138503 SNOWYHYDROLIMITED-AS-AP Snowy Hydro Limited, AU
203.33.197.0/24 #AS2764 AAPT AAPT Limited, AU
203.33.2.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.33.22.0/24 #AS134808 ONSAVII-AS-AP GLOBE VALLEY PTY LTD TA ONSAVII, AU
203.33.223.0/24 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.33.230.0/24 #AS136518 WA-GOVERNMENT-AS-AP WA Government project, AU
203.33.236.0/24 #AS38611 BENDIGOTELCO-AS-AP Bendigo Community Telco, AU
203.33.241.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.33.246.0/24 #AS133217 AFOYI-AS-AP BACHBLUE PTY LTD TA AFOYI, AU
203.33.251.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.33.252.0/23 #AS4826 VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
203.33.254.0/24 #AS38195 SUPERLOOP-AS-AP Superloop, AU
203.33.255.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.33.55.0/24 #AS141451 ONETEAMITPTYLTD-AS-AP OneTeam IT Pty Ltd, AU
203.33.60.0/23 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.33.65.0/24 #AS2764 AAPT AAPT Limited, AU
203.33.71.0/24 #AS10083 CYNERGIC-AS-AP Cynergic Internet, AU
203.33.72.0/24 #AS153472 WBCC-AS-AP William Branwhite Clarke College, AU
203.33.77.0/24 #AS153467 GLENEIRA-AS-AP Glen Eira City Council, AU
203.33.85.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.34.0.0/24 #AS2764 AAPT AAPT Limited, AU
203.34.104.0/24 #AS2764 AAPT AAPT Limited, AU
203.34.109.0/24 #AS63850 ENTRUSTICT-AS-AP QRHUB PTY LTD TA Entrust ICT, AU
203.34.11.0/24 #AS140892 AGGREGATEITPTYLTD-AS-AP Auswide Services IT, AU
203.34.114.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.34.115.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.34.131.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.34.132.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.34.148.0/24 #AS38858 SOMERVILLE-AS-AU-AP Somerville, AU
203.34.155.0/24 #AS45768 CENET-AS-AU-AP CEnet, AU
203.34.159.0/24 #AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
203.34.164.0/23 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.34.168.0/21 #AS38333 SYMBIO-AS-AU-AP Symbio Networks, AU
203.34.177.0/24 #AS135060 TELAIRPTYLTD-AS-AP Telair Pty Ltd, AU
203.34.181.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.34.186.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.34.190.0/24 #AS154329 PBSAPLAPT-AS-AP Phoenix Business Solutions Australia Pty Ltd, AU
203.34.212.0/24 #AS135425 CAZNET-AS-AP Caznet, AU
203.34.218.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.34.22.0/24 #AS2764 AAPT AAPT Limited, AU
203.34.223.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.34.228.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.34.23.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.34.24.0/23 #AS9544 PIP-AS-AP Clarenston TA Preferred Internet Provider, AU
203.34.244.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.34.248.0/23 #AS23871 AINS-AS-AP Australia Internet Solutions, AU
203.34.30.0/23 #AS7604 ZETTAGRID-AS-AP Zettagrid Pty Ltd, AU
203.34.40.0/24 #AS7474 OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU
203.34.41.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.34.43.0/24 #AS138928 CELLARMASTERS-NON-AS-AP Cellarmaster Wines Pty Ltd, AU
203.34.44.0/24 #AS2764 AAPT AAPT Limited, AU
203.34.5.0/24 #AS136557 HOST-AS-AP Host Universal Pty Ltd, AU
203.34.52.0/23 #AS2764 AAPT AAPT Limited, AU
203.34.58.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.34.60.0/24 #AS17434 RBA-AUS-AP RESERVE BANK OF AUSTRALIA, AU
203.34.6.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.34.63.0/24 #AS9893 DSE-VIC-GOV-AS Cenitex, AU
203.34.68.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.34.75.0/24 #AS55328 REMEX-AU Level 2, Building C, AU
203.34.78.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.35.0.0/16 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.36.0.0/14 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.3.64.0/23 #AS38863 COTCOGC-AS-AP GOLD COAST CITY COUNCIL, AU
203.3.69.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.3.70.0/24 #AS23854 NINE-AS-AP NINE ENTERTAINMENT CO. PTY LTD, AU
203.3.71.0/24 #AS2764 AAPT AAPT Limited, AU
203.3.79.0/24 #AS153364 PETROSYS-AS-AP Petrosys Pty Ltd, AU
203.40.0.0/13 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.4.130.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.4.136.0/21 #AS18390 SPINTEL-AS-AP Spintel Pty Ltd, AU
203.4.136.0/22 #AS153177 STEVENHAIGH-AS-AP Steven Haigh, AU
203.4.140.0/23 #AS153177 STEVENHAIGH-AS-AP Steven Haigh, AU
203.4.142.0/24 #AS153177 STEVENHAIGH-AS-AP Steven Haigh, AU
203.4.145.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.4.147.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.4.149.0/24 #AS58929 DPLTAGN-AS-AP Datbury Pty Ltd, AU
203.4.162.0/24 #AS9301 EWN-AS-AP Cynergic, AU
203.4.164.0/22 #AS149872 PMCI-AS-AP Peter MacCallum Cancer Institute, AU
203.4.168.0/24 #AS9449 QLDVOIP-AU QLD VoIP Services Australia, AU
203.4.169.0/24 #AS37990 NRGGOS NRG Gladstone Operating Services, Electricity Generation, Gladstone, QLD, Australia, AU
203.4.170.0/23 #AS9449 QLDVOIP-AU QLD VoIP Services Australia, AU
203.4.172.0/23 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.4.182.0/23 #AS138390 TGSNSW-NON-AS-AP Trinity Grammar School, AU
203.4.192.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.4.196.0/24 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.4.197.0/24 #AS2764 AAPT AAPT Limited, AU
203.4.198.0/24 #AS2764 AAPT AAPT Limited, AU
203.4.200.0/22 #AS4822 NATIONAL-LIBRARY-AU National Library of Australia, AU
203.4.212.0/22 #AS23918 NTTIP-AS-AP NTT Australia Solutions Pty Ltd, AU
203.4.216.0/21 #AS136392 SVHM-AS-AP ST. VINCENTS HOSPITAL MELBOURNE LIMITED, AU
203.4.224.0/24 #AS138201 MGGS-AS-AP Melbourne Girls Grammar School, AU
203.4.226.0/24 #AS151499 APANAI-AS-AP Australian Public Access Network Association Inc, AU
203.4.229.0/24 #AS2764 AAPT AAPT Limited, AU
203.4.232.0/21 #AS24007 SEVEN-AS-AP Seven Network ASN, AU
203.4.248.0/21 #AS9648 ASN-OZONLINE-AU # AS-OZONLINE-AU CONVERTED TO ASN-OZONLINE-AU FOR RPSL COMPLIANCE Australia On-Line Pty Ltd, AU
203.48.0.0/14 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.5.0.0/24 #AS4764 WIDEBAND-AS-AP Aussie Broadband, AU
203.5.10.0/24 #AS9650 CITEC-AU-AP QLD Government Business IT, AU
203.5.1.0/24 #AS10143 EXETEL-AS-AP Exetel Pty Ltd, AU
203.5.104.0/21 #AS134096 EHEALTHNSW-AS-AP eHealth NSW, AU
203.5.112.0/24 #AS24436 UQ-AS-AP University of Queensland, AU
203.5.121.0/24 #AS37978 NETTAS-AS-AP Networking Tasmania, AU
203.5.124.0/23 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.5.127.0/24 #AS9301 EWN-AS-AP Cynergic, AU
203.5.128.0/19 #AS17983 COLES-AU-AS-AP Coles Supermarkets Australia Pty Ltd, AU
203.5.13.0/24 #AS7600 ESCAPE-NET-AS Escape.net, AU
203.5.16.0/23 #AS132299 ASTA-AS-AP Applied Satellite Technology Australia Pty Ltd, AU
203.5.176.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.5.192.0/24 #AS17477 MCT-SYDNEY Macquarie Technology Operations Pty Limited, AU
203.5.194.0/24 #AS9738 BRENNANIT-AS9738-AP Brennan IT, AU
203.5.200.0/21 #AS9328 DATACOM-AU DATACOM SYSTEMS AU PTY LTD, AU
203.52.0.0/15 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.5.202.0/24 #AS17562 DATACOM-SYSTEMS Datacom Systems NSW, AU
203.5.206.0/24 #AS17562 DATACOM-SYSTEMS Datacom Systems NSW, AU
203.5.210.0/24 #AS45780 BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd, AU
203.5.246.0/23 #AS2764 AAPT AAPT Limited, AU
203.5.252.0/22 #AS2764 AAPT AAPT Limited, AU
203.5.34.0/23 #AS139862 BUNNINGS-AS-AP Bunnings Pty Ltd, AU
203.54.0.0/16 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.5.48.0/23 #AS58713 FIBERVISION-NET-AU 1113 Corporate Drive, AU
203.55.1.0/24 #AS17766 NEXON-AS-AP Nexon Asia Pacific Pty Ltd, AU
203.55.106.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.55.108.0/24 #AS56287 EVENT-AS-AP EVENT HOSPITALITY AND ENTERTAINMENT LTD, AU
203.55.11.0/24 #AS9912 VOCUS-AU Vocus Australia, AU
203.55.111.0/24 #AS7545 TPG-INTERNET-AP TPG Telecom Limited, AU
203.55.112.0/24 #AS2764 AAPT AAPT Limited, AU
203.55.132.0/23 #AS7722 TELPACIFIC-AS-AP TELPACIFIC PL, AU
203.55.134.0/23 #AS23727 MANSOL-AS-AU Managed Solutions Internet AS Internet Service Provider, AU
203.55.138.0/24 #AS55819 CAMPAIGNMONITOR-AS-GLOBAL CAMPAIGN MONITOR PTY LTD, AU
203.55.14.0/23 #AS1221 ASN-TELSTRA Telstra Limited, AU
203.55.14.0/24 #AS7575 AARNET-AS-AP Australian Academic and Research Network AARNet, AU
203.55.142.0/23 #AS24446 INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
203.55.150.0/24 #AS136000 LIGHTNING-AS-AP Lightning Broadband Pty Ltd, AU
203.55.155.0/24 #AS9648 ASN-OZONLINE-AU # AS-OZONLINE-AU CONVERTED TO ASN-OZONLINE-AU FOR RPSL COMPLIANCE Australia On-Line Pty Ltd, AU
203.55.157.0/24 #AS4739 INTERNODE-AS Internode Pty Ltd, AU
203.55.158.0/24 #AS9652 ECN-AS-AP ECN Internet, AU
