102.128.164.0/23 #AS9009 M247, RO
91.206.158.0/23 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
91.206.160.0/23 #AS64441 CONECTIX-AS, RO
91.206.206.0/23 #AS47792 ABONET-AS, RO
91.206.36.0/23 #AS47388 EMAG-AS, RO
91.206.40.0/23 #AS47390 PAYZONE-AS, RO
91.206.44.0/24 #AS47412 MONDOPLAST-ASN, RO
91.206.78.0/23 #AS47505 QNS-AS, RO
91.206.82.0/23 #AS47511 IT-SIX-AS, RO
91.207.102.0/23 #AS9009 M247, RO
91.207.120.0/24 #AS57984 XINDI-AS Hoarding packets, RO
91.207.121.0/24 #AS48112 XINDI-AS, RO
91.207.124.0/23 #AS8423 NetcoRR, RO
91.207.160.0/23 #AS48242 MACROMEX-AS, RO
91.207.172.0/22 #AS9009 M247, RO
91.207.216.0/23 #AS49266 FLASHNET-AS Str. Fundatura Harmanului nr. 4A, et.1, RO
91.207.56.0/23 #AS9009 M247, RO
91.208.120.0/24 #AS47731 ENDAVA-AS, RO
91.208.123.0/24 #AS35626 SIEPCOFAR-AS Calea Serban Voda nr. 282, RO
91.208.142.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
91.208.175.0/24 #AS47836 WEBSOFT-AS, RO
91.208.179.0/24 #AS39002 XINDI-AS, RO
91.208.215.0/24 #AS47958 RO-KONTRON-AS, RO
91.208.223.0/24 #AS31734 STAGE-AS, RO
91.208.235.0/24 #AS47991 CREDITCOOP-AS, RO
91.208.75.0/24 #AS6718 NAV NAV Communications, RO
91.209.102.0/24 #AS39756 ROHOSTWAY-AS, RO
91.209.109.0/24 #AS48332 GENERALCOM-AS, RO
91.209.123.0/24 #AS13011 RA-MONITORUL-OFICIAL-AS Parcului nr. 65, RO
91.209.162.0/23 #AS9009 M247, RO
91.209.171.0/24 #AS34714 OPTICNET, RO
91.209.189.0/24 #AS48571 EFECTRO-AS, RO
91.209.198.0/24 #AS50369 SAFEGRID, RO
91.209.230.0/23 #AS9009 M247, RO
91.209.23.0/24 #AS48114 NNDKP-AS, RO
91.209.255.0/24 #AS42934 DITL-S5-AS, RO
91.209.45.0/24 #AS48167 COGNIZANT-AS, RO
91.209.5.0/24 #AS51709 COMPUTARIS-AS, RO
91.209.61.0/24 #AS48865 CGS-AS, RO
91.210.155.0/24 #AS51024 OLISAT-AS, RO
91.211.87.0/24 #AS48955 IRM-AS, RO
91.212.101.0/24 #AS49023 INOVO-AS Str. Mihail Cioranu 4, bl.68, et.1, ap.4, RO
91.212.110.0/24 #AS30885 BNR Bucharest,Lipscani 25,sector 3,030031,Romania, RO
91.212.111.0/24 #AS56967 EDI-AS, RO
91.212.143.0/24 #AS49123 RCAGRUP-AS, RO
91.212.148.0/24 #AS59511 SNGNDEPOGAZ, RO
91.212.162.0/24 #AS49169 ETA2U-AS Ghe Dima nr. 1, RO
91.212.190.0/24 #AS205275 ROMARG, RO
91.212.191.0/24 #AS49270 SYNAPTIC-AS, RO
91.212.192.0/24 #AS57136 VIVATELECOM-AS Str. Turnul Eiffel nr. 15, Ap 3, Sector 2, Bucharest, RO
91.212.227.0/24 #AS64441 CONECTIX-AS, RO
91.212.23.0/24 #AS48754 SOBIS-AS, RO
91.212.231.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
91.212.240.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
91.212.246.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
91.212.254.0/24 #AS49437 INCDFP-AS, RO
91.212.255.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
91.212.35.0/24 #AS48786 BIOFARM-AS, RO
91.212.39.0/24 #AS48836 ANAHOTELS-AS Bd. Poligrafiei nr. 1, RO
91.212.66.0/24 #AS48837 ALFA-WEB-AS Aleea Crizantemelor nr. 1, RO
91.212.70.0/24 #AS48843 CGMB-AS, RO
91.213.101.0/24 #AS21317 EVERYMATRIX-AS, RO
91.213.11.0/24 #AS49468 MAGHOST_, RO
91.213.135.0/24 #AS42405 PAN-NET-AS, RO
91.213.16.0/24 #AS8423 NetcoRR, RO
91.213.188.0/24 #AS49468 MAGHOST_, RO
91.213.34.0/24 #AS34714 OPTICNET, RO
91.213.55.0/24 #AS49591 B-GRAL-MEDICAL, RO
91.213.57.0/24 #AS49595 AGORAITC-AS Spl. N. Titulescu, Nr. 8, RO
91.213.76.0/24 #AS49645 SOFT-EXPERT-AS, RO
91.214.12.0/23 #AS49256 UPETROM-AS, RO
91.214.14.0/24 #AS49256 UPETROM-AS, RO
91.214.15.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
91.216.144.0/24 #AS51094 HIDROELECTRICA, RO
91.216.151.0/24 #AS51099 BLUEPINK-AS BLUEPINK HOSTING SRL, RO
91.216.152.0/24 #AS12672 ASN-RINGIER, RO
91.216.156.0/24 #AS31244 MYSERVER-MEDIA-AS, RO
91.216.157.0/24 #AS51108 NETWORK-ONE-DISTRIBUTION-AS, RO
91.216.199.0/24 #AS51195 BITTNET-AS Bittnet Systems SA, RO
91.216.225.0/24 #AS51240 DEDEMAN-AS AL TOLSTOI NR3, RO
91.216.227.0/24 #AS51244 BENGA-AS, RO
91.216.27.0/24 #AS50912 SYSCOM-AS Calea Plevnei nr 139B, RO
91.216.52.0/24 #AS50945 ICEPRONAV-AS, RO
91.216.75.0/24 #AS50984 BUSINESS-PLUS-AS, RO
91.216.78.0/24 #AS50991 CARGUS-AS, RO
91.216.80.0/24 #AS48571 EFECTRO-AS, RO
91.217.130.0/24 #AS51398 CONCEPT-ELECTRONICS-AS Calea Victoriei, Nr 155 D1, RO
91.217.187.0/24 #AS51480 ASN-SKY-BETS-SPORT, RO
91.217.203.0/24 #AS25378 BCR-ASIG-AS, RO
91.217.226.0/24 #AS48955 IRM-AS, RO
91.217.28.0/24 #AS197134 TRANSFOND-AS, RO
91.217.82.0/23 #AS13209 ATOM-HOSTING, RO
91.218.252.0/22 #AS9009 M247, RO
91.219.16.0/24 #AS201909 INTELI-TECH-DEVELOPMENT-SRL, RO
91.219.17.0/24 #AS9009 M247, RO
91.219.18.0/23 #AS9009 M247, RO
91.219.212.0/22 #AS9009 M247, RO
91.220.13.0/24 #AS51626 UTI-GRUP-AS Str. Cernauti nr. 27C, RO
91.220.14.0/24 #AS51627 TRANS-SPED-AS Despot Voda, 38, RO
91.220.149.0/24 #AS51854 ITBS-AS, RO
91.220.183.0/24 #AS51911 AAYLEX-AS DN2B km9+270-km9+527, RO
91.220.232.0/24 #AS31554 LANSOFT LANSOFT NETWORK, RO
91.220.249.0/24 #AS9009 M247, RO
91.220.26.0/24 #AS51654 MEDIAPOST-AS, RO
91.220.48.0/24 #AS51689 OMNIASIG-AS, RO
91.220.63.0/24 #AS197357 CHROMINANCE-AS, RO
91.220.75.0/24 #AS44418 BITDEFENDER-AS, RO
91.220.86.0/24 #AS51746 SCANDIA-AS, RO
91.221.78.0/23 #AS51793 ADRANA, RO
91.223.117.0/24 #AS201909 INTELI-TECH-DEVELOPMENT-SRL, RO
91.223.148.0/24 #AS56432 TIPO-AS, RO
91.223.156.0/24 #AS51885 ALRO-AS, RO
91.223.158.0/24 #AS9009 M247, RO
91.223.185.0/24 #AS56499 CETELEM, RO
91.223.190.0/24 #AS56502 INTERSNACK-AS, RO
91.223.200.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
91.223.50.0/24 #AS52211 SSI-AS Bd. Industriei nr. 6, RO
91.224.213.0/24 #AS209767 SAMTECO, RO
91.224.50.0/23 #AS197065 ST, RO
91.225.14.0/24 #AS9009 M247, RO
91.225.34.0/23 #AS9009 M247, RO
91.226.0.0/24 #AS3164 ASTIMP-IT, RO
91.226.2.0/23 #AS3289 MIDOCAR-AS Sos Odaii Nr. 219-225, RO
91.226.52.0/22 #AS209767 SAMTECO, RO
91.226.58.0/24 #AS9009 M247, RO
91.227.131.0/24 #AS56770 ASF-AS Splaiul Independentei Nr 15, RO
91.227.166.0/24 #AS57177 URBB-AS Bd. Unirii, Nr. 27 Bl. 15, Sc. 2, Et. 1, Ap. 24, RO
91.227.90.0/24 #AS56750 POLISANO-AS Constitutiei, Nr 24, RO
91.228.119.0/24 #AS9009 M247, RO
91.228.140.0/22 #AS49074 TECHNOLOGICAL, RO
91.228.145.0/24 #AS50437 TECHNOLOGICAL, RO
91.228.29.0/24 #AS41496 RO-TVSAT-AS, RO
91.228.36.0/23 #AS41496 RO-TVSAT-AS, RO
91.229.0.0/23 #AS43046 DEVICE-SYSTEMS, RO
91.229.12.0/22 #AS56940 TECHNOLOGICAL, RO
91.229.156.0/22 #AS9009 M247, RO
91.229.16.0/23 #AS9009 M247, RO
91.229.183.0/24 #AS15730 I-SERVICES-PROVIDER, RO
91.229.30.0/24 #AS209767 SAMTECO, RO
91.229.31.0/24 #AS9009 M247, RO
91.229.6.0/24 #AS9009 M247, RO
91.229.7.0/24 #AS30948 RO-UNI, RO
91.230.206.0/23 #AS57105 SUNIMPROF-AS Libertatii 295, RO
91.230.232.0/24 #AS48338 LOTO-AS Poenaru Bordea nr. 20, RO
91.230.234.0/24 #AS57126 ADRIA-AS Gh. Doja 119A, RO
91.230.240.0/23 #AS57130 SECPRAL-AS Campul Painii nr.26, RO
91.230.248.0/24 #AS57136 VIVATELECOM-AS Str. Turnul Eiffel nr. 15, Ap 3, Sector 2, Bucharest, RO
91.231.0.0/24 #AS57495 BSS-ONE, RO
91.231.180.0/24 #AS41111 AS-GEOHOSTING, RO
91.231.183.0/24 #AS48955 IRM-AS, RO
91.231.207.0/24 #AS41496 RO-TVSAT-AS, RO
91.231.208.0/22 #AS41496 RO-TVSAT-AS, RO
91.231.223.0/24 #AS9009 M247, RO
91.231.224.0/23 #AS9009 M247, RO
91.231.226.0/24 #AS9009 M247, RO
91.231.227.0/24 #AS211306 TREADSTONE-AS, RO
91.231.7.0/24 #AS200826 DAILY-SOL, RO
91.232.152.0/24 #AS57514 CLOUDBASE-AS, RO
91.232.16.0/23 #AS9009 M247, RO
91.232.182.0/24 #AS9009 M247, RO
91.232.184.0/23 #AS9009 M247, RO
91.232.186.0/24 #AS47424 ROPECO-AS INDUSTRIILOR NR 10 ETAJ 1, RO
91.232.210.0/23 #AS57535 RTV-AS RTV HD SRL, RO
91.232.254.0/24 #AS9009 M247, RO
91.232.55.0/24 #AS211306 TREADSTONE-AS, RO
91.232.98.0/24 #AS24858 COMTEC Str. Mexic, nr.13, sector 1, RO
91.233.106.0/24 #AS61412 ALTA-LINGUA-AS Alta Lingua SRL, RO
91.233.120.0/24 #AS215082 INFC, RO
91.233.190.0/24 #AS41496 RO-TVSAT-AS, RO
91.233.192.0/24 #AS9009 M247, RO
91.233.193.0/24 #AS51474 TECHNOLOGICAL, RO
91.233.194.0/23 #AS51474 TECHNOLOGICAL, RO
91.233.201.0/24 #AS201909 INTELI-TECH-DEVELOPMENT-SRL, RO
91.233.202.0/23 #AS9009 M247, RO
91.233.2.0/23 #AS9009 M247, RO
91.233.32.0/24 #AS62053 DPD-, RO
91.234.150.0/23 #AS9009 M247, RO
91.234.168.0/23 #AS50819 STAR-STORAGE-AS 8 Dimitrie Pompei, Feper Building, 1st Floor, RO
91.234.212.0/24 #AS198447 TB-NET Ploiesti, str. Stefan Greceanu, nr. 5-7, bl. L1, et. 3, ap. 5, RO
91.234.220.0/22 #AS9009 M247, RO
91.234.241.0/24 #AS200826 DAILY-SOL, RO
91.234.242.0/23 #AS200826 DAILY-SOL, RO
91.234.56.0/22 #AS49074 TECHNOLOGICAL, RO
91.235.116.0/24 #AS51177 THCPROJECTS, RO
91.235.122.0/24 #AS201909 INTELI-TECH-DEVELOPMENT-SRL, RO
91.235.123.0/24 #AS9009 M247, RO
91.235.165.0/24 #AS57815 NETERGY-AS, RO
91.235.166.0/24 #AS210878 TREADSTONE-AS, RO
91.235.207.0/24 #AS48955 IRM-AS, RO
91.235.3.0/24 #AS41496 RO-TVSAT-AS, RO
91.235.4.0/23 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
91.236.170.0/24 #AS198574 AVIROMS-RENT-A-CAR-SRL-AS Str. Mihail Moxa, Nr. 9, RO
91.236.223.0/24 #AS35490 SCJU-CLUJ-AS Clinicilor, Nr. 3-5, RO
91.236.228.0/24 #AS47703 PROSPECTIUNI-AS Str. Caransebes Nr1, RO
91.236.237.0/24 #AS9009 M247, RO
91.236.46.0/23 #AS41496 RO-TVSAT-AS, RO
91.236.58.0/24 #AS48837 ALFA-WEB-AS Aleea Crizantemelor nr. 1, RO
91.236.77.0/24 #AS9009 M247, RO
91.236.88.0/24 #AS201909 INTELI-TECH-DEVELOPMENT-SRL, RO
91.237.130.0/23 #AS58034 AEROPORTUL-CLUJ-NAPOCA, RO
91.237.193.0/24 #AS211306 TREADSTONE-AS, RO
91.237.195.0/24 #AS210878 TREADSTONE-AS, RO
91.237.248.0/24 #AS58023 IT-ASSIST-AS Bucurestii Noi 25, Corp D, D116, RO
91.237.48.0/24 #AS9009 M247, RO
91.237.49.0/24 #AS211306 TREADSTONE-AS, RO
91.237.91.0/24 #AS57217 GVM, RO
91.237.92.0/24 #AS213538 TORIA-ASN, RO
91.238.186.0/23 #AS200826 DAILY-SOL, RO
91.238.218.0/24 #AS56744 EXIMTUR-AS, RO
91.238.37.0/24 #AS48810 IRM-AS, RO
91.238.38.0/24 #AS211306 TREADSTONE-AS, RO
91.238.50.0/24 #AS50578 STEAMVPS, RO
91.238.70.0/24 #AS9009 M247, RO
91.239.0.0/22 #AS9009 M247, RO
91.239.12.0/24 #AS59563 AS-VINCI-COMMUNICATIONS-BROADBAND, RO
91.239.123.0/24 #AS58174 POWER-ELECTRIC-SRL, RO
91.239.128.0/24 #AS58170 PROMPT-AS CATANELE,107, RO
91.239.164.0/22 #AS49074 TECHNOLOGICAL, RO
91.239.173.0/24 #AS58195 MATEROM-AS Viilor, Nr. 800, RO
91.239.178.0/24 #AS9009 M247, RO
91.239.179.0/24 #AS209767 SAMTECO, RO
91.239.194.0/24 #AS58204 ALPIS-AS N. Titulescu, nr. 4, RO
91.239.222.0/23 #AS9009 M247, RO
91.239.224.0/24 #AS209767 SAMTECO, RO
91.239.225.0/24 #AS211306 TREADSTONE-AS, RO
91.239.230.0/24 #AS6718 NAV NAV Communications, RO
91.240.1.0/24 #AS50659 HONEYWELL-AS, RO
91.240.149.0/24 #AS200826 DAILY-SOL, RO
91.240.150.0/23 #AS200826 DAILY-SOL, RO
91.240.156.0/22 #AS9009 M247, RO
91.240.184.0/24 #AS59400 INFONOT-AS Bd. Theodor Pallady 40G demisol, RO
91.240.188.0/24 #AS59401 FGDB-AS Str Negru Voda Nr 3, RO
91.240.236.0/23 #AS62350 INFRAWEB-AS, RO
91.240.4.0/24 #AS60509 TELEPERFORMANCE-AS, RO
91.240.5.0/24 #AS57176 ACCESA-AS, RO
91.240.94.0/24 #AS198914 WPE-AS, RO
91.242.216.0/24 #AS58126 AS-VINCI-COMMUNICATIONS, RO
91.242.46.0/23 #AS41496 RO-TVSAT-AS, RO
91.242.48.0/22 #AS212212 AS_POWERVPP, RO
91.244.247.0/24 #AS211611 EXIMHOST, RO
91.245.176.0/21 #AS9009 M247, RO
91.245.208.0/24 #AS41131 LUXTEN-AS, RO
91.245.232.0/24 #AS39342 PLUXEE-AS, RO
91.245.233.0/24 #AS52223 SYSWIN-AS, RO
91.245.252.0/22 #AS9009 M247, RO
91.245.90.0/24 #AS213538 TORIA-ASN, RO
91.245.92.0/22 #AS209767 SAMTECO, RO
91.246.172.0/22 #AS34744 GVM Aleea Diham 5, Bl.M5, Sc.A, Ap.46, RO
91.246.184.0/21 #AS9009 M247, RO
91.246.196.0/22 #AS9009 M247, RO
91.246.201.0/24 #AS210878 TREADSTONE-AS, RO
91.246.204.0/22 #AS209767 SAMTECO, RO
91.246.216.0/24 #AS209767 SAMTECO, RO
91.246.217.0/24 #AS213538 TORIA-ASN, RO
91.247.179.0/24 #AS59934 CONVERSION-AS, RO
91.247.240.0/21 #AS200826 DAILY-SOL, RO
91.250.246.0/24 #AS62315 NN-LEASE-AS Costache Negri Nr 1-5, RO
91.250.247.0/24 #AS34358 CYBER_FOLKS-RO-DC_FLO, RO
91.250.250.0/23 #AS61179 IBM-ROMANIA Bucharest Business Park, Corp A2, ?os. Bucure?ti-Ploie?ti Nr. 1A, 013681, Bucure?ti 1, ROMANIA, RO
91.250.252.0/24 #AS61243 NAT-TV, RO
91.250.254.0/23 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
91.90.120.0/22 #AS9009 M247, RO
91.90.124.0/24 #AS9009 M247, RO
91.90.126.0/24 #AS9009 M247, RO
92.112.100.0/22 #AS9009 M247, RO
92.112.120.0/22 #AS9009 M247, RO
92.112.2.0/23 #AS9009 M247, RO
92.112.214.0/24 #AS9009 M247, RO
92.112.220.0/23 #AS9009 M247, RO
92.112.226.0/24 #AS9009 M247, RO
92.112.234.0/24 #AS9009 M247, RO
92.112.237.0/24 #AS9009 M247, RO
92.112.59.0/24 #AS9009 M247, RO
92.112.72.0/23 #AS9009 M247, RO
92.112.79.0/24 #AS9009 M247, RO
92.113.108.0/22 #AS9009 M247, RO
92.113.120.0/22 #AS9009 M247, RO
92.113.130.0/23 #AS9009 M247, RO
92.113.2.0/24 #AS9009 M247, RO
92.113.5.0/24 #AS9009 M247, RO
92.113.8.0/24 #AS9009 M247, RO
92.113.94.0/23 #AS9009 M247, RO
92.113.96.0/22 #AS9009 M247, RO
92.114.106.0/24 #AS56684 OSCARS-AS Atomistilor 4, RO
92.114.108.0/24 #AS49302 ACTIVENET-AS Str. Viorelelor nr. 4, RO
92.114.111.0/24 #AS41953 TELECOMPLUS-AS str. Traian nr. 2  Hala Traian , RO
92.114.2.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
92.114.33.0/24 #AS35270 ECOPROTECH-AS Aleea Industriilor nr.17 cam.1, et.1, RO
92.114.37.0/24 #AS34601 VIEWPOINT, RO
92.114.39.0/24 #AS31102 AT-AS, RO
92.114.52.0/24 #AS31102 AT-AS, RO
92.114.88.0/22 #AS6718 NAV NAV Communications, RO
92.114.93.0/24 #AS9009 M247, RO
92.114.94.0/23 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
92.114.98.0/24 #AS43927 HOSTERION, RO
92.118.156.0/23 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
92.118.158.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
92.118.159.0/24 #AS44043 CYBER_FOLKS-RO-DC_CLJ, RO
92.118.184.0/22 #AS9009 M247, RO
92.118.38.0/24 #AS35478 DATACENTER, RO
92.118.47.0/24 #AS9009 M247, RO
92.119.176.0/22 #AS9009 M247, RO
92.119.180.0/23 #AS9009 M247, RO
92.119.183.0/24 #AS9009 M247, RO
92.119.188.0/24 #AS35351 VIVACREDIT, RO
92.119.199.0/24 #AS199412 ANARCHY-LAB-SRL, RO
92.119.24.0/22 #AS9009 M247, RO
92.180.0.0/17 #AS8953 ASN-ORANGE-ROMANIA, RO
92.235.48.0/21 #AS205031 DIGITAL-INFRA-RO-AS, RO
92.242.185.0/24 #AS9009 M247, RO
92.243.64.0/24 #AS9009 M247, RO
92.244.162.0/23 #AS9009 M247, RO
92.244.164.0/22 #AS9009 M247, RO
92.244.168.0/22 #AS9009 M247, RO
92.244.172.0/23 #AS9009 M247, RO
92.42.0.0/24 #AS48955 IRM-AS, RO
92.42.100.0/24 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
92.50.14.0/23 #AS9009 M247, RO
92.50.16.0/20 #AS9009 M247, RO
92.50.32.0/19 #AS9009 M247, RO
92.51.48.0/21 #AS9009 M247, RO
92.55.131.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
92.55.132.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
92.55.134.0/23 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
92.55.144.0/21 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
92.55.150.0/24 #AS61389 RARTEL-AS, RO
92.55.152.0/23 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
92.55.154.0/24 #AS39737 PRIME-TELECOM-AS Prime Telecom, RO
92.61.104.0/24 #AS9009 M247, RO
92.63.226.0/24 #AS9009 M247, RO
92.71.2.0/23 #AS9009 M247, RO
92.71.26.0/23 #AS9009 M247, RO
92.71.28.0/22 #AS9009 M247, RO
92.71.36.0/23 #AS9009 M247, RO
92.71.4.0/23 #AS9009 M247, RO
92.71.56.0/22 #AS9009 M247, RO
92.71.62.0/23 #AS9009 M247, RO
92.80.0.0/13 #AS9050 RTD Bucharest, Romania, RO
92.82.176.0/20 #AS8953 ASN-ORANGE-ROMANIA, RO
92.83.64.0/24 #AS48161 NG-AS Str. Matei Millo, nr. 5, et. 2, Cladirea Tandem, RO
92.83.65.0/24 #AS198540 ASN-RASIROM, RO
92.84.64.0/18 #AS8953 ASN-ORANGE-ROMANIA, RO
92.87.105.0/24 #AS39668 AS-INTERSAT_CT Ion Ratiu nr.33, RO
92.87.128.0/23 #AS44081 YUL-PRO-INTERNET-RASNOV-AS, RO
92.87.204.0/24 #AS6693 UNIBUC, RO
93.113.0.0/20 #AS8751 MEDIASAT, RO
93.113.104.0/23 #AS6663 TTI-NET, RO
93.113.126.0/24 #AS60149 NESS-AS Str. Palas 5B United Business Center 2, et 4, RO
93.113.132.0/23 #AS44605 INSKYBE-ASN, RO
93.113.134.0/23 #AS64441 CONECTIX-AS, RO
93.113.154.0/24 #AS35450 DAINET, RO
93.113.155.0/24 #AS12310 INES Bucharest  ROMANIA, RO
93.113.156.0/24 #AS44682 TFIBER Strada Peroni nr. 45, RO
93.113.157.0/24 #AS33977 BANAT-TELECOM-AS, RO
93.113.158.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
93.113.172.0/23 #AS64441 CONECTIX-AS, RO
93.113.174.0/24 #AS43927 HOSTERION, RO
93.113.179.0/24 #AS204603 LOWPINGS-DIGITAL-SERVICES LowPings.Ro, RO
93.113.192.0/21 #AS48067 DNM-AS, RO
93.113.204.0/24 #AS39543 TENNET-AS, RO
93.113.205.0/24 #AS48955 IRM-AS, RO
93.113.215.0/24 #AS9009 M247, RO
93.113.240.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
93.113.24.0/24 #AS57392 ONLINESHOP-AS Orhei nr 4 T1, B, 31, RO
93.113.241.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.113.242.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.113.248.0/23 #AS64441 CONECTIX-AS, RO
93.113.252.0/23 #AS12356 RAU-AS Bdul. Expozitiei,Nr. 1B, RO
93.113.28.0/24 #AS48881 DATANODE, RO
93.113.29.0/24 #AS31313 STS Bucharest, 323A Splaiul Independentei,Sector 6,060044,Romania, RO
93.113.30.0/24 #AS5606 GTS-BACKBONE GTS Telecom, RO
93.113.32.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.113.34.0/24 #AS61139 TV-TEOMAR-AS PRICIPALA BROSCAUTI, RO
93.113.35.0/24 #AS47619 MBTELECOM-AS, RO
93.113.47.0/24 #AS41953 TELECOMPLUS-AS str. Traian nr. 2  Hala Traian , RO
93.113.54.0/23 #AS203053 CLAUSWEB, RO
93.113.56.0/24 #AS8953 ASN-ORANGE-ROMANIA, RO
93.113.58.0/23 #AS5606 GTS-BACKBONE GTS Telecom, RO
93.113.90.0/23 #AS20879 DIGI-PT, RO
93.113.99.0/24 #AS9009 M247, RO
93.114.140.0/24 #AS42568 DPNET Bucharest, Insulei 4, RO
93.114.143.0/24 #AS200492 TRADINGLINE-AS, RO
93.114.160.0/21 #AS48948 ENERGY-DOT-AS, RO
93.114.171.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
93.114.172.0/22 #AS44682 TFIBER Strada Peroni nr. 45, RO
93.114.186.0/24 #AS48808 BULBOACA-AS, RO
93.114.187.0/24 #AS208185 NETGATE-SOLUTION-AS, RO
93.114.194.0/24 #AS25198 ZETSERVERS ZetServers.com - Unmetered Cloud and Dedicated Servers Provider, RO
93.114.216.0/22 #AS60909 NXPT-HM-AS, RO
93.114.244.0/24 #AS9009 M247, RO
93.114.248.0/24 #AS203053 CLAUSWEB, RO
93.114.251.0/24 #AS33977 BANAT-TELECOM-AS, RO
93.114.47.0/24 #AS39743 VOXILITY-AS, RO
93.114.50.0/24 #AS57392 ONLINESHOP-AS Orhei nr 4 T1, B, 31, RO
93.114.55.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
93.114.57.0/24 #AS8708 DIGI-ROMANIA 75 Dr. Staicovici, RO
93.114.66.0/24 #AS56570 DAVA-AS Gheorghe Doja nr. 51H, RO
93.114.80.0/23 #AS49023 INOVO-AS Str. Mihail Cioranu 4, bl.68, et.1, ap.4, RO
93.114.82.0/24 #AS39383 TELESYSTEM-AS, RO
93.114.96.0/24 #AS49774 INTERLINK-BANAT-AS Intrarea Joseph Haydn Nr 3, RO
93.114.99.0/24 #AS34450 WDC-AS Bucuresti Romania, RO
93.115.100.0/24 #AS209433 ASNCMTL, RO
93.115.101.0/24 #AS210718 FIVE-CYBER-HOST-SECURITY-AS FIVE CYBER HOST SECURITY S.R.L., RO
93.115.1.0/24 #AS49410 BIZTELECOM, RO
93.115.110.0/24 #AS49021 TRANSGAZ-AS Piata C. I. Motas, Nr. 1, RO
93.115.112.0/21 #AS5606 GTS-BACKBONE GTS Telecom, RO
93.115.153.0/24 #AS50660 SSIF-CJ-AS, RO
93.115.174.0/24 #AS39531 ALTER-NET-AS Zorilor Nr 11 Sf Gheorghe, RO
93.115.208.0/23 #AS64441 CONECTIX-AS, RO
93.115.243.0/24 #AS43376 DOT, RO
93.115.244.0/23 #AS8953 ASN-ORANGE-ROMANIA, RO
93.115.246.0/24 #AS49774 INTERLINK-BANAT-AS Intrarea Joseph Haydn Nr 3, RO
93.115.32.0/24 #AS48669 DEPSYSTEMS-AS, RO
93.115.34.0/24 #AS41953 TELECOMPLUS-AS str. Traian nr. 2  Hala Traian , RO
93.115.35.0/24 #AS9009 M247, RO
93.115.40.0/23 #AS212929 ATTIFIBER-AS, RO
93.115.42.0/24 #AS211412 RESTART, RO
93.115.44.0/23 #AS210713 CORESI-NETLINK, RO
93.115.52.0/24 #AS61278 FIRSTIT-AS, RO
93.115.53.0/24 #AS205275 ROMARG, RO
93.115.54.0/23 #AS64441 CONECTIX-AS, RO
93.115.58.0/24 #AS41537 C-SOLUTION-AS Al. Callatis nr. 7 Bl. A9, Sc. B, Ap. 19, RO
93.115.7.0/24 #AS9009 M247, RO
93.117.138.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.117.154.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.117.66.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.118.39.0/24 #AS44277 DIGI-AS, RO
93.118.45.0/24 #AS33977 BANAT-TELECOM-AS, RO
93.118.46.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.119.105.0/24 #AS62390 NEXONHOST, RO
93.119.112.0/23 #AS41496 RO-TVSAT-AS, RO
93.119.122.0/24 #AS203053 CLAUSWEB, RO
93.119.126.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.119.136.0/24 #AS9050 RTD Bucharest, Romania, RO
93.119.137.0/24 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
93.119.138.0/23 #AS12302 VODAFONE_RO Charles de Gaulle nr.15, RO
